command	flag	empty_exit	omitted_exit	set_exit	refused_by	vs_omitted	vs_set	seconds	gave_up	message
attest custom	--external-fingerprint	1	0	1	cli	differs	differs	0.4		Error: [kosli attest custom flow=probe-attest-custom-external-fingerprint-fl trail=probe-attest-custom-external-fingerprint-tr] invalid argument "" for "--exter
attest custom	--external-url	1	0	1	cli	differs	differs	0.4		Error: [kosli attest custom flow=probe-attest-custom-external-url-fl trail=probe-attest-custom-external-url-tr] invalid argument "" for "--external-url" flag:  
attest custom	--fingerprint	0	0	1		same	differs	0.4		custom:probe-attest-custom-fingerprint-nm attestation 'probe-attest-custom-fingerprint-nm' is reported to trail: probe-attest-custom-fingerprint-tr
attest custom	--flow	1	1	0	cli	differs	differs	0.4		Error: [kosli attest custom trail=probe-attest-custom-flow-tr] flag '--flow' is required, but empty string was provided
attest custom	--name	1	1	0	cli	differs	differs	0.4		Error: [kosli attest custom flow=probe-attest-custom-name-fl trail=probe-attest-custom-name-tr] flag '--name' is required, but empty string was provided
attest custom	--origin-url	0	0	0		same	same	0.5		custom:probe-attest-custom-origin-url-nm attestation 'probe-attest-custom-origin-url-nm' is reported to trail: probe-attest-custom-origin-url-tr
attest custom	--redact-commit-info	0	0	1		same	differs	0.4		custom:probe-attest-custom-redact-commit-info-nm attestation 'probe-attest-custom-redact-commit-info-nm' is reported to trail: probe-attest-custom-redact-commit
attest custom	--registry-password	0	0	1		same	differs	0.4		custom:probe-attest-custom-registry-password-nm attestation 'probe-attest-custom-registry-password-nm' is reported to trail: probe-attest-custom-registry-passwo
attest custom	--registry-provider	0	0	0		differs	same	0.4		Flag --registry-provider has been deprecated, no longer used
attest custom	--registry-username	0	0	1		same	differs	0.4		custom:probe-attest-custom-registry-username-nm attestation 'probe-attest-custom-registry-username-nm' is reported to trail: probe-attest-custom-registry-userna
attest custom	--repo-id	0	0	0		same	differs	0.4		custom:probe-attest-custom-repo-id-nm attestation 'probe-attest-custom-repo-id-nm' is reported to trail: probe-attest-custom-repo-id-tr
attest custom	--repo-provider	0	0	1		same	differs	0.4		custom:probe-attest-custom-repo-provider-nm attestation 'probe-attest-custom-repo-provider-nm' is reported to trail: probe-attest-custom-repo-provider-tr
attest custom	--repo-root	0	0	0		same	same	0.4		custom:probe-attest-custom-repo-root-nm attestation 'probe-attest-custom-repo-root-nm' is reported to trail: probe-attest-custom-repo-root-tr
attest custom	--repo-url	0	0	1		same	differs	0.4		custom:probe-attest-custom-repo-url-nm attestation 'probe-attest-custom-repo-url-nm' is reported to trail: probe-attest-custom-repo-url-tr
attest custom	--repository	0	0	0		same	same	0.4		custom:probe-attest-custom-repository-nm attestation 'probe-attest-custom-repository-nm' is reported to trail: probe-attest-custom-repository-tr
attest custom	--trail	1	1	0	cli	differs	differs	0.4		Error: [kosli attest custom flow=probe-attest-custom-trail-fl] flag '--trail' is required, but empty string was provided
attest custom	--type	1	1	0	cli	differs	differs	0.4		Error: [kosli attest custom flow=probe-attest-custom-type-fl trail=probe-attest-custom-type-tr] flag '--type' is required, but empty string was provided
attest custom	--user-data	0	0	0		same	same	0.4		custom:probe-attest-custom-user-data-nm attestation 'probe-attest-custom-user-data-nm' is reported to trail: probe-attest-custom-user-data-tr
attest decision	--annotate	1	0	1	cli	differs	differs	0.3		Error: [kosli attest decision flow=probe-attest-decision-annotate-fl trail=probe-attest-decision-annotate-tr] invalid argument "" for "--annotate" flag:  must b
attest decision	--artifact-type	0	0	1		same	differs	0.4		decision attestation 'probe-attest-decision-artifact-type-nm' is reported to trail: probe-attest-decision-artifact-type-tr
attest decision	--attachments	1	0	1	cli	differs	differs	0.4		Error: [kosli attest decision flow=probe-attest-decision-attachments-fl trail=probe-attest-decision-attachments-tr] invalid argument "" for "--attachments" flag
attest decision	--commit	0	0	0		differs	differs	0.3		decision attestation 'probe-attest-decision-commit-nm' is reported to trail: probe-attest-decision-commit-tr
attest decision	--compliant	1	1	0	cli	differs	differs	0.4		Error: flag '--compliant' was given an empty value
attest decision	--control	1	1	0	cli	differs	differs	0.3		Error: [kosli attest decision flow=probe-attest-decision-control-fl trail=probe-attest-decision-control-tr] flag '--control' is required, but empty string was p
attest decision	--description	0	0	0		same	same	0.3		decision attestation 'probe-attest-decision-description-nm' is reported to trail: probe-attest-decision-description-tr
attest decision	--dry-run	1	0	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest decision	--exclude	0	0	0		same	same	0.3		decision attestation 'probe-attest-decision-exclude-nm' is reported to trail: probe-attest-decision-exclude-tr
attest decision	--external-fingerprint	1	0	1	cli	differs	differs	0.3		Error: [kosli attest decision flow=probe-attest-decision-external-fingerprint-fl trail=probe-attest-decision-external-fingerprint-tr] invalid argument "" for "-
attest decision	--external-url	1	0	1	cli	differs	differs	0.3		Error: [kosli attest decision flow=probe-attest-decision-external-url-fl trail=probe-attest-decision-external-url-tr] invalid argument "" for "--external-url" f
attest decision	--fingerprint	0	0	1		same	differs	0.4		decision attestation 'probe-attest-decision-fingerprint-nm' is reported to trail: probe-attest-decision-fingerprint-tr
attest decision	--flow	1	1	0	cli	differs	differs	0.3		Error: [kosli attest decision trail=probe-attest-decision-flow-tr] flag '--flow' is required, but empty string was provided
attest decision	--name	1	1	0	cli	differs	differs	0.3		Error: [kosli attest decision flow=probe-attest-decision-name-fl trail=probe-attest-decision-name-tr] flag '--name' is required, but empty string was provided
attest decision	--origin-url	0	0	0		same	same	0.4		decision attestation 'probe-attest-decision-origin-url-nm' is reported to trail: probe-attest-decision-origin-url-tr
attest decision	--redact-commit-info	0	0	1		same	differs	0.3		decision attestation 'probe-attest-decision-redact-commit-info-nm' is reported to trail: probe-attest-decision-redact-commit-info-tr
attest decision	--registry-password	0	0	1		same	differs	0.3		decision attestation 'probe-attest-decision-registry-password-nm' is reported to trail: probe-attest-decision-registry-password-tr
attest decision	--registry-provider	0	0	0		differs	same	0.4		Flag --registry-provider has been deprecated, no longer used
attest decision	--registry-username	0	0	1		same	differs	0.3		decision attestation 'probe-attest-decision-registry-username-nm' is reported to trail: probe-attest-decision-registry-username-tr
attest decision	--repo-id	0	0	0		same	differs	0.3		decision attestation 'probe-attest-decision-repo-id-nm' is reported to trail: probe-attest-decision-repo-id-tr
attest decision	--repo-provider	0	0	1		same	differs	0.4		decision attestation 'probe-attest-decision-repo-provider-nm' is reported to trail: probe-attest-decision-repo-provider-tr
attest decision	--repo-root	0	0	0		same	same	0.3		decision attestation 'probe-attest-decision-repo-root-nm' is reported to trail: probe-attest-decision-repo-root-tr
attest decision	--repo-url	0	0	1		same	differs	0.3		decision attestation 'probe-attest-decision-repo-url-nm' is reported to trail: probe-attest-decision-repo-url-tr
attest decision	--repository	0	0	0		same	same	0.3		decision attestation 'probe-attest-decision-repository-nm' is reported to trail: probe-attest-decision-repository-tr
attest decision	--trail	1	1	0	cli	differs	differs	0.3		Error: [kosli attest decision flow=probe-attest-decision-trail-fl] flag '--trail' is required, but empty string was provided
attest decision	--user-data	0	0	0		same	same	0.3		decision attestation 'probe-attest-decision-user-data-nm' is reported to trail: probe-attest-decision-user-data-tr
attest generic	--annotate	1	0	1	cli	differs	differs	0.3		Error: [kosli attest generic flow=probe-attest-generic-annotate-fl trail=probe-attest-generic-annotate-tr] invalid argument "" for "--annotate" flag:  must be f
attest generic	--artifact-type	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-artifact-type-nm' is reported to trail: probe-attest-generic-artifact-type-tr
attest generic	--attachments	1	0	1	cli	differs	differs	0.3		Error: [kosli attest generic flow=probe-attest-generic-attachments-fl trail=probe-attest-generic-attachments-tr] invalid argument "" for "--attachments" flag: e
attest generic	--commit	0	0	0		differs	differs	0.3		generic attestation 'probe-attest-generic-commit-nm' is reported to trail: probe-attest-generic-commit-tr
attest generic	--compliant	1	0	0	cli	differs	differs	0.4		Error: flag '--compliant' was given an empty value
attest generic	--description	0	0	0		same	same	0.3		generic attestation 'probe-attest-generic-description-nm' is reported to trail: probe-attest-generic-description-tr
attest generic	--dry-run	1	0	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest generic	--exclude	0	0	0		same	same	0.4		generic attestation 'probe-attest-generic-exclude-nm' is reported to trail: probe-attest-generic-exclude-tr
attest generic	--external-fingerprint	1	0	1	cli	differs	differs	0.3		Error: [kosli attest generic flow=probe-attest-generic-external-fingerprint-fl trail=probe-attest-generic-external-fingerprint-tr] invalid argument "" for "--ex
attest generic	--external-url	1	0	1	cli	differs	differs	0.3		Error: [kosli attest generic flow=probe-attest-generic-external-url-fl trail=probe-attest-generic-external-url-tr] invalid argument "" for "--external-url" flag
attest generic	--fingerprint	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-fingerprint-nm' is reported to trail: probe-attest-generic-fingerprint-tr
attest generic	--flow	1	1	0	cli	differs	differs	0.3		Error: [kosli attest generic trail=probe-attest-generic-flow-tr] flag '--flow' is required, but empty string was provided
attest generic	--name	1	1	0	cli	differs	differs	0.3		Error: [kosli attest generic flow=probe-attest-generic-name-fl trail=probe-attest-generic-name-tr] flag '--name' is required, but empty string was provided
attest generic	--origin-url	0	0	0		same	same	0.3		generic attestation 'probe-attest-generic-origin-url-nm' is reported to trail: probe-attest-generic-origin-url-tr
attest generic	--redact-commit-info	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-redact-commit-info-nm' is reported to trail: probe-attest-generic-redact-commit-info-tr
attest generic	--registry-password	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-registry-password-nm' is reported to trail: probe-attest-generic-registry-password-tr
attest generic	--registry-provider	0	0	0		differs	same	0.3		Flag --registry-provider has been deprecated, no longer used
attest generic	--registry-username	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-registry-username-nm' is reported to trail: probe-attest-generic-registry-username-tr
attest generic	--repo-id	0	0	0		same	differs	0.3		generic attestation 'probe-attest-generic-repo-id-nm' is reported to trail: probe-attest-generic-repo-id-tr
attest generic	--repo-provider	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-repo-provider-nm' is reported to trail: probe-attest-generic-repo-provider-tr
attest generic	--repo-root	0	0	0		same	same	0.3		generic attestation 'probe-attest-generic-repo-root-nm' is reported to trail: probe-attest-generic-repo-root-tr
attest generic	--repo-url	0	0	1		same	differs	0.3		generic attestation 'probe-attest-generic-repo-url-nm' is reported to trail: probe-attest-generic-repo-url-tr
attest generic	--repository	0	0	0		same	same	0.3		generic attestation 'probe-attest-generic-repository-nm' is reported to trail: probe-attest-generic-repository-tr
attest generic	--trail	1	1	0	cli	differs	differs	0.3		Error: [kosli attest generic flow=probe-attest-generic-trail-fl] flag '--trail' is required, but empty string was provided
attest generic	--user-data	0	0	0		same	same	0.4		generic attestation 'probe-attest-generic-user-data-nm' is reported to trail: probe-attest-generic-user-data-tr
attest jira	--annotate	1	0	1	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-annotate-fl trail=probe-attest-jira-annotate-tr] invalid argument "" for "--annotate" flag:  must be formatted 
attest jira	--artifact-type	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-artifact-type-nm' is reported to trail: probe-attest-jira-artifact-type-tr
attest jira	--assert	1	0	1	cli	differs	differs	0.4		Error: flag '--assert' was given an empty value
attest jira	--attachments	1	0	1	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-attachments-fl trail=probe-attest-jira-attachments-tr] invalid argument "" for "--attachments" flag: empty valu
attest jira	--commit	2	0	0	cli	differs	differs	0.4		panic: runtime error: invalid memory address or nil pointer dereference
attest jira	--description	0	0	0		same	same	0.4		jira attestation 'probe-attest-jira-description-nm' is reported to trail: probe-attest-jira-description-tr
attest jira	--dry-run	1	0	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest jira	--exclude	0	0	0		same	same	0.3		jira attestation 'probe-attest-jira-exclude-nm' is reported to trail: probe-attest-jira-exclude-tr
attest jira	--external-fingerprint	1	0	1	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-external-fingerprint-fl trail=probe-attest-jira-external-fingerprint-tr] invalid argument "" for "--external-fi
attest jira	--external-url	1	0	1	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-external-url-fl trail=probe-attest-jira-external-url-tr] invalid argument "" for "--external-url" flag:  must b
attest jira	--fingerprint	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-fingerprint-nm' is reported to trail: probe-attest-jira-fingerprint-tr
attest jira	--flow	1	1	0	cli	differs	differs	0.3		Error: [kosli attest jira trail=probe-attest-jira-flow-tr] flag '--flow' is required, but empty string was provided
attest jira	--ignore-branch-match	1	0	0	cli	differs	differs	0.4		Error: flag '--ignore-branch-match' was given an empty value
attest jira	--jira-api-token	1	0	1	cli	differs	same	0.3		Error: [kosli attest jira flow=probe-attest-jira-jira-api-token-fl trail=probe-attest-jira-jira-api-token-tr] only one of --jira-pat, --jira-api-token is allowe
attest jira	--jira-base-url	1	1	0	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-jira-base-url-fl trail=probe-attest-jira-jira-base-url-tr] flag '--jira-base-url' is required, but empty string
attest jira	--jira-issue-fields	0	0	0		same	same	0.4		jira attestation 'probe-attest-jira-jira-issue-fields-nm' is reported to trail: probe-attest-jira-jira-issue-fields-tr
attest jira	--jira-pat	0	1	0		differs	same	0.3		jira attestation 'probe-attest-jira-jira-pat-nm' is reported to trail: probe-attest-jira-jira-pat-tr
attest jira	--jira-project-key	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-jira-project-key-nm' is reported to trail: probe-attest-jira-jira-project-key-tr
attest jira	--jira-secondary-source	0	0	0		same	same	0.3		jira attestation 'probe-attest-jira-jira-secondary-source-nm' is reported to trail: probe-attest-jira-jira-secondary-source-tr
attest jira	--jira-username	1	0	1	cli	differs	same	0.3		Error: [kosli attest jira flow=probe-attest-jira-jira-username-fl trail=probe-attest-jira-jira-username-tr] only one of --jira-pat, --jira-username is allowed
attest jira	--name	1	1	0	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-name-fl trail=probe-attest-jira-name-tr] flag '--name' is required, but empty string was provided
attest jira	--origin-url	0	0	0		same	same	0.3		jira attestation 'probe-attest-jira-origin-url-nm' is reported to trail: probe-attest-jira-origin-url-tr
attest jira	--redact-commit-info	0	0	1		same	differs	0.4		jira attestation 'probe-attest-jira-redact-commit-info-nm' is reported to trail: probe-attest-jira-redact-commit-info-tr
attest jira	--registry-password	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-registry-password-nm' is reported to trail: probe-attest-jira-registry-password-tr
attest jira	--registry-provider	0	0	0		differs	same	0.3		Flag --registry-provider has been deprecated, no longer used
attest jira	--registry-username	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-registry-username-nm' is reported to trail: probe-attest-jira-registry-username-tr
attest jira	--repo-id	0	0	0		same	differs	0.3		jira attestation 'probe-attest-jira-repo-id-nm' is reported to trail: probe-attest-jira-repo-id-tr
attest jira	--repo-provider	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-repo-provider-nm' is reported to trail: probe-attest-jira-repo-provider-tr
attest jira	--repo-root	0	0	0		same	same	0.4		jira attestation 'probe-attest-jira-repo-root-nm' is reported to trail: probe-attest-jira-repo-root-tr
attest jira	--repo-url	0	0	1		same	differs	0.3		jira attestation 'probe-attest-jira-repo-url-nm' is reported to trail: probe-attest-jira-repo-url-tr
attest jira	--repository	0	0	0		same	same	0.3		jira attestation 'probe-attest-jira-repository-nm' is reported to trail: probe-attest-jira-repository-tr
attest jira	--trail	1	1	0	cli	differs	differs	0.3		Error: [kosli attest jira flow=probe-attest-jira-trail-fl] flag '--trail' is required, but empty string was provided
attest jira	--user-data	0	0	0		same	same	0.4		jira attestation 'probe-attest-jira-user-data-nm' is reported to trail: probe-attest-jira-user-data-tr
attest junit	--annotate	1	0	1	cli	differs	differs	0.3		Error: [kosli attest junit flow=probe-attest-junit-annotate-fl trail=probe-attest-junit-annotate-tr] invalid argument "" for "--annotate" flag:  must be formatt
attest junit	--artifact-type	0	0	1		same	differs	0.3		junit attestation 'probe-attest-junit-artifact-type-nm' is reported to trail: probe-attest-junit-artifact-type-tr
attest junit	--attachments	1	0	1	cli	differs	differs	0.4		Error: [kosli attest junit flow=probe-attest-junit-attachments-fl trail=probe-attest-junit-attachments-tr] invalid argument "" for "--attachments" flag: empty v
attest junit	--commit	0	0	0		differs	differs	0.3		junit attestation 'probe-attest-junit-commit-nm' is reported to trail: probe-attest-junit-commit-tr
attest junit	--description	0	0	0		same	same	0.4		junit attestation 'probe-attest-junit-description-nm' is reported to trail: probe-attest-junit-description-tr
attest junit	--dry-run	1	0	0	cli	differs	differs	0.4		Error: flag '--dry-run' was given an empty value
attest junit	--exclude	0	0	0		same	same	0.3		junit attestation 'probe-attest-junit-exclude-nm' is reported to trail: probe-attest-junit-exclude-tr
attest junit	--external-fingerprint	1	0	1	cli	differs	differs	0.3		Error: [kosli attest junit flow=probe-attest-junit-external-fingerprint-fl trail=probe-attest-junit-external-fingerprint-tr] invalid argument "" for "--external
attest junit	--external-url	1	0	1	cli	differs	differs	0.3		Error: [kosli attest junit flow=probe-attest-junit-external-url-fl trail=probe-attest-junit-external-url-tr] invalid argument "" for "--external-url" flag:  mus
attest junit	--fingerprint	0	0	1		same	differs	0.3		junit attestation 'probe-attest-junit-fingerprint-nm' is reported to trail: probe-attest-junit-fingerprint-tr
attest junit	--flow	1	1	0	cli	differs	differs	0.3		Error: [kosli attest junit trail=probe-attest-junit-flow-tr] flag '--flow' is required, but empty string was provided
attest junit	--name	1	1	0	cli	differs	differs	0.3		Error: [kosli attest junit flow=probe-attest-junit-name-fl trail=probe-attest-junit-name-tr] flag '--name' is required, but empty string was provided
attest junit	--origin-url	0	0	0		same	same	0.4		junit attestation 'probe-attest-junit-origin-url-nm' is reported to trail: probe-attest-junit-origin-url-tr
attest junit	--redact-commit-info	0	0	1		same	differs	0.3		junit attestation 'probe-attest-junit-redact-commit-info-nm' is reported to trail: probe-attest-junit-redact-commit-info-tr
attest junit	--registry-password	0	0	1		same	differs	0.3		junit attestation 'probe-attest-junit-registry-password-nm' is reported to trail: probe-attest-junit-registry-password-tr
attest junit	--registry-provider	0	0	0		differs	same	0.4		Flag --registry-provider has been deprecated, no longer used
attest junit	--registry-username	0	0	1		same	differs	0.3		junit attestation 'probe-attest-junit-registry-username-nm' is reported to trail: probe-attest-junit-registry-username-tr
attest junit	--repo-id	0	0	0		same	differs	0.3		junit attestation 'probe-attest-junit-repo-id-nm' is reported to trail: probe-attest-junit-repo-id-tr
attest junit	--repo-provider	0	0	1		same	differs	0.4		junit attestation 'probe-attest-junit-repo-provider-nm' is reported to trail: probe-attest-junit-repo-provider-tr
attest junit	--repo-root	0	0	0		same	same	0.4		junit attestation 'probe-attest-junit-repo-root-nm' is reported to trail: probe-attest-junit-repo-root-tr
attest junit	--repo-url	0	0	1		same	differs	0.3		junit attestation 'probe-attest-junit-repo-url-nm' is reported to trail: probe-attest-junit-repo-url-tr
attest junit	--repository	0	0	0		same	same	0.4		junit attestation 'probe-attest-junit-repository-nm' is reported to trail: probe-attest-junit-repository-tr
attest junit	--results-dir	1	1	0	cli	differs	differs	0.3		Error: [kosli attest junit flow=probe-attest-junit-results-dir-fl trail=probe-attest-junit-results-dir-tr] lstat : no such file or directory
attest junit	--trail	1	1	0	cli	differs	differs	0.3		Error: [kosli attest junit flow=probe-attest-junit-trail-fl] flag '--trail' is required, but empty string was provided
attest junit	--upload-results	1	0	0	cli	differs	differs	0.4		Error: flag '--upload-results' was given an empty value
attest junit	--user-data	0	0	0		same	same	0.4		junit attestation 'probe-attest-junit-user-data-nm' is reported to trail: probe-attest-junit-user-data-tr
attest override	--annotate	1	0	1	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-annotate-fl trail=probe-attest-override-annotate-tr] invalid argument "" for "--annotate" flag:  must b
attest override	--artifact-type	0	0	1		same	differs	0.5		attestation 'probe-attest-override-artifact-type-nm' has been overridden in trail: probe-attest-override-artifact-type-tr
attest override	--attachments	1	0	0	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-attachments-fl trail=probe-attest-override-attachments-tr] invalid argument "" for "--attachments" flag
attest override	--commit	0	0	0		differs	differs	0.5		attestation 'probe-attest-override-commit-nm' has been overridden in trail: probe-attest-override-commit-tr
attest override	--description	0	0	0		same	same	0.4		attestation 'probe-attest-override-description-nm' has been overridden in trail: probe-attest-override-description-tr
attest override	--dry-run	1	0	0	cli	differs	differs	0.4		Error: flag '--dry-run' was given an empty value
attest override	--exclude	0	0	0		same	same	0.5		attestation 'probe-attest-override-exclude-nm' has been overridden in trail: probe-attest-override-exclude-tr
attest override	--external-fingerprint	1	0	1	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-external-fingerprint-fl trail=probe-attest-override-external-fingerprint-tr] invalid argument "" for "-
attest override	--external-url	1	0	1	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-external-url-fl trail=probe-attest-override-external-url-tr] invalid argument "" for "--external-url" f
attest override	--fingerprint	0	0	1		same	differs	0.4		attestation 'probe-attest-override-fingerprint-nm' has been overridden in trail: probe-attest-override-fingerprint-tr
attest override	--flow	1	1	0	cli	differs	differs	0.4		Error: [kosli attest override trail=probe-attest-override-flow-tr] flag '--flow' is required, but empty string was provided
attest override	--name	1	1	0	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-name-fl trail=probe-attest-override-name-tr] flag '--name' is required, but empty string was provided
attest override	--new-compliance-status	1	1	0	cli	differs	differs	0.4		Error: flag '--new-compliance-status' was given an empty value
attest override	--origin-url	0	0	0		same	same	0.5		attestation 'probe-attest-override-origin-url-nm' has been overridden in trail: probe-attest-override-origin-url-tr
attest override	--original-attestation-type	1	1	0	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-original-attestation-type-fl trail=probe-attest-override-original-attestation-type-tr] flag '--original
attest override	--reason	1	1	0	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-reason-fl trail=probe-attest-override-reason-tr] flag '--reason' is required, but empty string was prov
attest override	--redact-commit-info	0	0	1		same	differs	0.4		attestation 'probe-attest-override-redact-commit-info-nm' has been overridden in trail: probe-attest-override-redact-commit-info-tr
attest override	--registry-password	0	0	1		same	differs	0.4		attestation 'probe-attest-override-registry-password-nm' has been overridden in trail: probe-attest-override-registry-password-tr
attest override	--registry-provider	0	0	0		differs	same	0.5		Flag --registry-provider has been deprecated, no longer used
attest override	--registry-username	0	0	1		same	differs	0.4		attestation 'probe-attest-override-registry-username-nm' has been overridden in trail: probe-attest-override-registry-username-tr
attest override	--repo-id	0	0	0		same	differs	0.4		attestation 'probe-attest-override-repo-id-nm' has been overridden in trail: probe-attest-override-repo-id-tr
attest override	--repo-provider	0	0	1		same	differs	0.4		attestation 'probe-attest-override-repo-provider-nm' has been overridden in trail: probe-attest-override-repo-provider-tr
attest override	--repo-root	0	0	0		same	same	0.4		attestation 'probe-attest-override-repo-root-nm' has been overridden in trail: probe-attest-override-repo-root-tr
attest override	--repo-url	0	0	1		same	differs	0.4		attestation 'probe-attest-override-repo-url-nm' has been overridden in trail: probe-attest-override-repo-url-tr
attest override	--repository	0	0	0		same	same	0.4		attestation 'probe-attest-override-repository-nm' has been overridden in trail: probe-attest-override-repository-tr
attest override	--trail	1	1	0	cli	differs	differs	0.4		Error: [kosli attest override flow=probe-attest-override-trail-fl] flag '--trail' is required, but empty string was provided
attest override	--user-data	0	0	0		same	same	0.5		attestation 'probe-attest-override-user-data-nm' has been overridden in trail: probe-attest-override-user-data-tr
attest pullrequest azure	--annotate	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-annotate-fl trail=probe-attest-pullrequest-azure-annotate-tr] invalid argument "" for
attest pullrequest azure	--artifact-type	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-artifact-type-fl trail=probe-attest-pullrequest-azure-artifact-type-tr] Options "prob
attest pullrequest azure	--assert	1	1	1	cli	differs	differs	0.3		Error: flag '--assert' was given an empty value
attest pullrequest azure	--attachments	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-attachments-fl trail=probe-attest-pullrequest-azure-attachments-tr] invalid argument 
attest pullrequest azure	--azure-org-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-azure-org-url-fl trail=probe-attest-pullrequest-azure-azure-org-url-tr] flag '--azure
attest pullrequest azure	--azure-token	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-azure-token-fl trail=probe-attest-pullrequest-azure-azure-token-tr] flag '--azure-tok
attest pullrequest azure	--commit	2	1	1	cli	differs	differs	0.3		panic: runtime error: invalid memory address or nil pointer dereference
attest pullrequest azure	--description	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-description-fl trail=probe-attest-pullrequest-azure-description-tr] Options "probe-az
attest pullrequest azure	--dry-run	1	1	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest pullrequest azure	--exclude	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-exclude-fl trail=probe-attest-pullrequest-azure-exclude-tr] Options "probe-azure-org-
attest pullrequest azure	--external-fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-external-fingerprint-fl trail=probe-attest-pullrequest-azure-external-fingerprint-tr]
attest pullrequest azure	--external-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-external-url-fl trail=probe-attest-pullrequest-azure-external-url-tr] invalid argumen
attest pullrequest azure	--fingerprint	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-fingerprint-fl trail=probe-attest-pullrequest-azure-fingerprint-tr] Options "probe-az
attest pullrequest azure	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure trail=probe-attest-pullrequest-azure-flow-tr] flag '--flow' is required, but empty string was provided
attest pullrequest azure	--name	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-name-fl trail=probe-attest-pullrequest-azure-name-tr] flag '--name' is required, but 
attest pullrequest azure	--origin-url	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-origin-url-fl trail=probe-attest-pullrequest-azure-origin-url-tr] Options "probe-azur
attest pullrequest azure	--project	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-project-fl trail=probe-attest-pullrequest-azure-project-tr] flag '--project' is requi
attest pullrequest azure	--redact-commit-info	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-redact-commit-info-fl trail=probe-attest-pullrequest-azure-redact-commit-info-tr] Opt
attest pullrequest azure	--registry-password	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-registry-password-fl trail=probe-attest-pullrequest-azure-registry-password-tr] Optio
attest pullrequest azure	--registry-provider	1	1	1	cli	differs	same	0.3		Flag --registry-provider has been deprecated, no longer used
attest pullrequest azure	--registry-username	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-registry-username-fl trail=probe-attest-pullrequest-azure-registry-username-tr] Optio
