command	flag	empty_exit	omitted_exit	set_exit	refused_by	vs_omitted	vs_set	seconds	gave_up	message
attest pullrequest azure	--annotate	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-annotate-fl trail=probe-attest-pullrequest-azure-annotate-tr] invalid argument "" for
attest pullrequest azure	--artifact-type	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-artifact-type-fl trail=probe-attest-pullrequest-azure-artifact-type-tr] flag '--artif
attest pullrequest azure	--assert	1	1	1	cli	differs	differs	0.3		Error: flag '--assert' was given an empty value
attest pullrequest azure	--attachments	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-attachments-fl trail=probe-attest-pullrequest-azure-attachments-tr] invalid argument 
attest pullrequest azure	--azure-org-url	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-azure-org-url-fl trail=probe-attest-pullrequest-azure-azure-org-url-tr] flag '--azure
attest pullrequest azure	--azure-token	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-azure-token-fl trail=probe-attest-pullrequest-azure-azure-token-tr] flag '--azure-tok
attest pullrequest azure	--commit	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-commit-fl trail=probe-attest-pullrequest-azure-commit-tr] flag '--commit' was given a
attest pullrequest azure	--description	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-description-fl trail=probe-attest-pullrequest-azure-description-tr] flag '--descripti
attest pullrequest azure	--dry-run	1	1	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest pullrequest azure	--exclude	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-exclude-fl trail=probe-attest-pullrequest-azure-exclude-tr] flag '--exclude' was give
attest pullrequest azure	--external-fingerprint	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-external-fingerprint-fl trail=probe-attest-pullrequest-azure-external-fingerprint-tr]
attest pullrequest azure	--external-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-external-url-fl trail=probe-attest-pullrequest-azure-external-url-tr] invalid argumen
attest pullrequest azure	--fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-fingerprint-fl trail=probe-attest-pullrequest-azure-fingerprint-tr] flag '--fingerpri
attest pullrequest azure	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure trail=probe-attest-pullrequest-azure-flow-tr] flag '--flow' was given an empty value
attest pullrequest azure	--name	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-name-fl trail=probe-attest-pullrequest-azure-name-tr] flag '--name' was given an empt
attest pullrequest azure	--origin-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-origin-url-fl trail=probe-attest-pullrequest-azure-origin-url-tr] flag '--origin-url'
attest pullrequest azure	--project	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-project-fl trail=probe-attest-pullrequest-azure-project-tr] flag '--project' was give
attest pullrequest azure	--redact-commit-info	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-redact-commit-info-fl trail=probe-attest-pullrequest-azure-redact-commit-info-tr] fla
attest pullrequest azure	--registry-password	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-registry-password-fl trail=probe-attest-pullrequest-azure-registry-password-tr] flag 
attest pullrequest azure	--registry-provider	1	1	1	cli	differs	differs	0.3		Flag --registry-provider has been deprecated, no longer used
attest pullrequest azure	--registry-username	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-registry-username-fl trail=probe-attest-pullrequest-azure-registry-username-tr] flag 
attest pullrequest azure	--repo-id	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-id-fl trail=probe-attest-pullrequest-azure-repo-id-tr] flag '--repo-id' was give
attest pullrequest azure	--repo-provider	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-provider-fl trail=probe-attest-pullrequest-azure-repo-provider-tr] flag '--repo-
attest pullrequest azure	--repo-root	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-root-fl trail=probe-attest-pullrequest-azure-repo-root-tr] flag '--repo-root' wa
attest pullrequest azure	--repo-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-url-fl trail=probe-attest-pullrequest-azure-repo-url-tr] flag '--repo-url' was g
attest pullrequest azure	--repository	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repository-fl trail=probe-attest-pullrequest-azure-repository-tr] flag '--repository'
attest pullrequest azure	--trail	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-trail-fl] flag '--trail' was given an empty value
attest pullrequest azure	--user-data	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-user-data-fl trail=probe-attest-pullrequest-azure-user-data-tr] flag '--user-data' wa
attest pullrequest bitbucket	--annotate	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-annotate-fl trail=probe-attest-pullrequest-bitbucket-annotate-tr] invalid arg
attest pullrequest bitbucket	--artifact-type	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-artifact-type-fl trail=probe-attest-pullrequest-bitbucket-artifact-type-tr] f
attest pullrequest bitbucket	--assert	1	1	1	cli	differs	differs	0.8		Error: flag '--assert' was given an empty value
attest pullrequest bitbucket	--attachments	1	1	1	cli	differs	differs	1.0		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-attachments-fl trail=probe-attest-pullrequest-bitbucket-attachments-tr] inval
attest pullrequest bitbucket	--bitbucket-access-token	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-access-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-access
attest pullrequest bitbucket	--bitbucket-password	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-passwor-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-passw
attest pullrequest bitbucket	--bitbucket-username	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-usernam-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-usern
attest pullrequest bitbucket	--bitbucket-workspace	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-workspa-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-works
attest pullrequest bitbucket	--commit	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-commit-fl trail=probe-attest-pullrequest-bitbucket-commit-tr] flag '--commit'
attest pullrequest bitbucket	--description	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-description-fl trail=probe-attest-pullrequest-bitbucket-description-tr] flag 
attest pullrequest bitbucket	--dry-run	1	1	0	cli	differs	differs	0.8		Error: flag '--dry-run' was given an empty value
attest pullrequest bitbucket	--exclude	1	1	1	cli	differs	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-exclude-fl trail=probe-attest-pullrequest-bitbucket-exclude-tr] flag '--exclu
attest pullrequest bitbucket	--external-fingerprint	1	1	1	cli	differs	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-external-fingerpr-fl trail=probe-attest-pullrequest-bitbucket-external-finger
attest pullrequest bitbucket	--external-url	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-external-url-fl trail=probe-attest-pullrequest-bitbucket-external-url-tr] inv
attest pullrequest bitbucket	--fingerprint	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-fingerprint-fl trail=probe-attest-pullrequest-bitbucket-fingerprint-tr] flag 
attest pullrequest bitbucket	--flow	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest bitbucket trail=probe-attest-pullrequest-bitbucket-flow-tr] flag '--flow' was given an empty value
attest pullrequest bitbucket	--name	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-name-fl trail=probe-attest-pullrequest-bitbucket-name-tr] flag '--name' was g
attest pullrequest bitbucket	--origin-url	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-origin-url-fl trail=probe-attest-pullrequest-bitbucket-origin-url-tr] flag '-
attest pullrequest bitbucket	--redact-commit-info	1	1	1	cli	differs	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-redact-commit-inf-fl trail=probe-attest-pullrequest-bitbucket-redact-commit-i
attest pullrequest bitbucket	--registry-password	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-registry-password-fl trail=probe-attest-pullrequest-bitbucket-registry-passwo
attest pullrequest bitbucket	--registry-provider	1	1	1	cli	differs	differs	0.8		Flag --registry-provider has been deprecated, no longer used
attest pullrequest bitbucket	--registry-username	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-registry-username-fl trail=probe-attest-pullrequest-bitbucket-registry-userna
attest pullrequest bitbucket	--repo-id	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-id-fl trail=probe-attest-pullrequest-bitbucket-repo-id-tr] flag '--repo-
attest pullrequest bitbucket	--repo-provider	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-provider-fl trail=probe-attest-pullrequest-bitbucket-repo-provider-tr] f
attest pullrequest bitbucket	--repo-root	1	1	1	cli	differs	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-root-fl trail=probe-attest-pullrequest-bitbucket-repo-root-tr] flag '--r
attest pullrequest bitbucket	--repo-url	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-url-fl trail=probe-attest-pullrequest-bitbucket-repo-url-tr] flag '--rep
attest pullrequest bitbucket	--repository	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repository-fl trail=probe-attest-pullrequest-bitbucket-repository-tr] flag '-
attest pullrequest bitbucket	--trail	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-trail-fl] flag '--trail' was given an empty value
attest pullrequest bitbucket	--user-data	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-user-data-fl trail=probe-attest-pullrequest-bitbucket-user-data-tr] flag '--u
attest pullrequest github	--annotate	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-annotate-fl trail=probe-attest-pullrequest-github-annotate-tr] invalid argument "" 
attest pullrequest github	--artifact-type	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-artifact-type-fl trail=probe-attest-pullrequest-github-artifact-type-tr] flag '--ar
attest pullrequest github	--assert	1	1	1	cli	differs	differs	0.7		Error: flag '--assert' was given an empty value
attest pullrequest github	--attachments	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-attachments-fl trail=probe-attest-pullrequest-github-attachments-tr] invalid argume
attest pullrequest github	--commit	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-commit-fl trail=probe-attest-pullrequest-github-commit-tr] flag '--commit' was give
attest pullrequest github	--description	1	1	1	cli	differs	differs	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-description-fl trail=probe-attest-pullrequest-github-description-tr] flag '--descri
attest pullrequest github	--dry-run	1	1	0	cli	differs	differs	0.7		Error: flag '--dry-run' was given an empty value
attest pullrequest github	--exclude	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-exclude-fl trail=probe-attest-pullrequest-github-exclude-tr] flag '--exclude' was g
attest pullrequest github	--external-fingerprint	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-external-fingerprint-fl trail=probe-attest-pullrequest-github-external-fingerprint-
attest pullrequest github	--external-url	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-external-url-fl trail=probe-attest-pullrequest-github-external-url-tr] invalid argu
attest pullrequest github	--fingerprint	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-fingerprint-fl trail=probe-attest-pullrequest-github-fingerprint-tr] flag '--finger
attest pullrequest github	--flow	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github trail=probe-attest-pullrequest-github-flow-tr] flag '--flow' was given an empty value
attest pullrequest github	--github-base-url	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-github-base-url-fl trail=probe-attest-pullrequest-github-github-base-url-tr] flag '
attest pullrequest github	--github-org	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-github-org-fl trail=probe-attest-pullrequest-github-github-org-tr] flag '--github-o
attest pullrequest github	--github-token	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-github-token-fl trail=probe-attest-pullrequest-github-github-token-tr] flag '--gith
attest pullrequest github	--name	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-name-fl trail=probe-attest-pullrequest-github-name-tr] flag '--name' was given an e
attest pullrequest github	--origin-url	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-origin-url-fl trail=probe-attest-pullrequest-github-origin-url-tr] flag '--origin-u
attest pullrequest github	--redact-commit-info	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-redact-commit-info-fl trail=probe-attest-pullrequest-github-redact-commit-info-tr] 
attest pullrequest github	--registry-password	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-registry-password-fl trail=probe-attest-pullrequest-github-registry-password-tr] fl
attest pullrequest github	--registry-provider	1	1	1	cli	differs	differs	0.7		Flag --registry-provider has been deprecated, no longer used
attest pullrequest github	--registry-username	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-registry-username-fl trail=probe-attest-pullrequest-github-registry-username-tr] fl
attest pullrequest github	--repo-id	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-id-fl trail=probe-attest-pullrequest-github-repo-id-tr] flag '--repo-id' was g
attest pullrequest github	--repo-provider	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-provider-fl trail=probe-attest-pullrequest-github-repo-provider-tr] flag '--re
attest pullrequest github	--repo-root	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-root-fl trail=probe-attest-pullrequest-github-repo-root-tr] flag '--repo-root'
attest pullrequest github	--repo-url	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-url-fl trail=probe-attest-pullrequest-github-repo-url-tr] flag '--repo-url' wa
attest pullrequest github	--repository	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repository-fl trail=probe-attest-pullrequest-github-repository-tr] flag '--reposito
attest pullrequest github	--trail	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-trail-fl] flag '--trail' was given an empty value
attest pullrequest github	--user-data	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-user-data-fl trail=probe-attest-pullrequest-github-user-data-tr] flag '--user-data'
attest pullrequest gitlab	--annotate	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-annotate-fl trail=probe-attest-pullrequest-gitlab-annotate-tr] invalid argument "" 
attest pullrequest gitlab	--artifact-type	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-artifact-type-fl trail=probe-attest-pullrequest-gitlab-artifact-type-tr] flag '--ar
attest pullrequest gitlab	--assert	1	1	1	cli	differs	differs	0.3		Error: flag '--assert' was given an empty value
attest pullrequest gitlab	--attachments	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-attachments-fl trail=probe-attest-pullrequest-gitlab-attachments-tr] invalid argume
attest pullrequest gitlab	--commit	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-commit-fl trail=probe-attest-pullrequest-gitlab-commit-tr] flag '--commit' was give
attest pullrequest gitlab	--description	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-description-fl trail=probe-attest-pullrequest-gitlab-description-tr] flag '--descri
attest pullrequest gitlab	--dry-run	1	1	0	cli	differs	differs	0.4		Error: flag '--dry-run' was given an empty value
attest pullrequest gitlab	--exclude	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-exclude-fl trail=probe-attest-pullrequest-gitlab-exclude-tr] flag '--exclude' was g
attest pullrequest gitlab	--external-fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-external-fingerprint-fl trail=probe-attest-pullrequest-gitlab-external-fingerprint-
attest pullrequest gitlab	--external-url	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-external-url-fl trail=probe-attest-pullrequest-gitlab-external-url-tr] invalid argu
attest pullrequest gitlab	--fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-fingerprint-fl trail=probe-attest-pullrequest-gitlab-fingerprint-tr] flag '--finger
attest pullrequest gitlab	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab trail=probe-attest-pullrequest-gitlab-flow-tr] flag '--flow' was given an empty value
attest pullrequest gitlab	--gitlab-base-url	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-gitlab-base-url-fl trail=probe-attest-pullrequest-gitlab-gitlab-base-url-tr] flag '
attest pullrequest gitlab	--gitlab-org	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-gitlab-org-fl trail=probe-attest-pullrequest-gitlab-gitlab-org-tr] flag '--gitlab-o
attest pullrequest gitlab	--gitlab-token	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-gitlab-token-fl trail=probe-attest-pullrequest-gitlab-gitlab-token-tr] flag '--gitl
attest pullrequest gitlab	--name	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-name-fl trail=probe-attest-pullrequest-gitlab-name-tr] flag '--name' was given an e
attest pullrequest gitlab	--origin-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-origin-url-fl trail=probe-attest-pullrequest-gitlab-origin-url-tr] flag '--origin-u
attest pullrequest gitlab	--redact-commit-info	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-redact-commit-info-fl trail=probe-attest-pullrequest-gitlab-redact-commit-info-tr] 
attest pullrequest gitlab	--registry-password	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-registry-password-fl trail=probe-attest-pullrequest-gitlab-registry-password-tr] fl
attest pullrequest gitlab	--registry-provider	1	1	1	cli	differs	differs	0.3		Flag --registry-provider has been deprecated, no longer used
attest pullrequest gitlab	--registry-username	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-registry-username-fl trail=probe-attest-pullrequest-gitlab-registry-username-tr] fl
attest pullrequest gitlab	--repo-id	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-id-fl trail=probe-attest-pullrequest-gitlab-repo-id-tr] flag '--repo-id' was g
attest pullrequest gitlab	--repo-provider	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-provider-fl trail=probe-attest-pullrequest-gitlab-repo-provider-tr] flag '--re
attest pullrequest gitlab	--repo-root	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-root-fl trail=probe-attest-pullrequest-gitlab-repo-root-tr] flag '--repo-root'
attest pullrequest gitlab	--repo-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-url-fl trail=probe-attest-pullrequest-gitlab-repo-url-tr] flag '--repo-url' wa
attest pullrequest gitlab	--repository	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repository-fl trail=probe-attest-pullrequest-gitlab-repository-tr] flag '--reposito
attest pullrequest gitlab	--trail	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-trail-fl] flag '--trail' was given an empty value
attest pullrequest gitlab	--user-data	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-user-data-fl trail=probe-attest-pullrequest-gitlab-user-data-tr] flag '--user-data'
attest snyk	--annotate	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-annotate-fl trail=probe-attest-snyk-annotate-tr] invalid argument "" for "--annotate" flag:  must be formatted 
attest snyk	--artifact-type	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-artifact-type-fl trail=probe-attest-snyk-artifact-type-tr] flag '--artifact-type' was given an empty value
attest snyk	--attachments	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-attachments-fl trail=probe-attest-snyk-attachments-tr] invalid argument "" for "--attachments" flag: empty valu
attest snyk	--commit	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-commit-fl trail=probe-attest-snyk-commit-tr] flag '--commit' was given an empty value
attest snyk	--description	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-description-fl trail=probe-attest-snyk-description-tr] flag '--description' was given an empty value
attest snyk	--dry-run	1	1	0	cli	differs	differs	0.4		Error: flag '--dry-run' was given an empty value
attest snyk	--exclude	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-exclude-fl trail=probe-attest-snyk-exclude-tr] flag '--exclude' was given an empty value
attest snyk	--external-fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-external-fingerprint-fl trail=probe-attest-snyk-external-fingerprint-tr] invalid argument "" for "--external-fi
attest snyk	--external-url	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-external-url-fl trail=probe-attest-snyk-external-url-tr] invalid argument "" for "--external-url" flag:  must b
attest snyk	--fingerprint	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-fingerprint-fl trail=probe-attest-snyk-fingerprint-tr] flag '--fingerprint' was given an empty value
attest snyk	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk trail=probe-attest-snyk-flow-tr] flag '--flow' was given an empty value
attest snyk	--name	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-name-fl trail=probe-attest-snyk-name-tr] flag '--name' was given an empty value
attest snyk	--origin-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-origin-url-fl trail=probe-attest-snyk-origin-url-tr] flag '--origin-url' was given an empty value
attest snyk	--redact-commit-info	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-redact-commit-info-fl trail=probe-attest-snyk-redact-commit-info-tr] flag '--redact-commit-info' was given an e
attest snyk	--registry-password	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-registry-password-fl trail=probe-attest-snyk-registry-password-tr] flag '--registry-password' was given an empt
attest snyk	--registry-provider	1	1	1	cli	differs	differs	0.3		Flag --registry-provider has been deprecated, no longer used
attest snyk	--registry-username	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-registry-username-fl trail=probe-attest-snyk-registry-username-tr] flag '--registry-username' was given an empt
attest snyk	--repo-id	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-repo-id-fl trail=probe-attest-snyk-repo-id-tr] flag '--repo-id' was given an empty value
attest snyk	--repo-provider	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repo-provider-fl trail=probe-attest-snyk-repo-provider-tr] flag '--repo-provider' was given an empty value
attest snyk	--repo-root	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repo-root-fl trail=probe-attest-snyk-repo-root-tr] flag '--repo-root' was given an empty value
attest snyk	--repo-url	1	1	1	cli	differs	differs	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-repo-url-fl trail=probe-attest-snyk-repo-url-tr] flag '--repo-url' was given an empty value
attest snyk	--repository	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repository-fl trail=probe-attest-snyk-repository-tr] flag '--repository' was given an empty value
